普通小怪10000+ 普通精英30000+ 普通boss50000+ 精英XX100000+ 魔王XX200000+,角色ID,角色名,描述,动作,数据,半身像,"头像=INDEX([头像与BOSS对应关系.xlsx]Sheet1!$B:$B,MATCH(E3,[头像与BOSS对应关系.xlsx]Sheet1!$C:$C,0),0)",属性模版ID,AI ID,重量,跳跃,速度,击退次数保护,浮空次数保护,重量增加极限,不能浮空,击杀掉落,"符号显示高度=INDEX('[boss小怪身高.xlsx]Sheet1'!$B:$B,MATCH(E3,'[boss小怪身高.xlsx]Sheet1'!$A:$A,0),0)"
魔王熊罴怪精英6,20200376,图腾飞蝎,,C0004,C0004,,head_2035,27066,20029,10,,10,15,10,5,,,185
魔王熊罴怪小boss1,20200381,阎王,,S0003,S0003,,head_2018,28065,20004,10,,10,15,10,5,,,440
魔王熊罴怪小boss2,20200382,白骨,,S0007,S0007,,head_2022,28066,20006,10,,10,15,10,5,,,450
魔王熊罴怪小boss3,20200383,判官,,B0001,B0001,,head_2019,28065,20023,10,,10,15,10,5,,,205
魔王熊罴怪小boss4,20200384,黄风怪,,A0011,A0011,,head_2011,28066,20009,10,,8,15,10,5,,,240
魔王熊罴怪小boss5,20200385,小boss5,,,,,,28065,,10,,8,15,10,5,,,
魔王熊罴怪小boss6,20200386,小boss6,,,,,,28066,,10,,8,15,10,5,,,
魔王熊罴怪boss1,20200391,魔王熊罴怪,,A0010,A0010,,head_2010,29065,20011,10,,10,15,10,5,,,300
魔王熊罴怪boss2,20200392,boss2,,,,,,29066,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
魔王猪刚鬛小怪1,20200411,天兵3,,Z0003,Z0003,,,21069,3000,10,,8,15,10,5,,,225
魔王猪刚鬛小怪2,20200412,天兵4,,Z0004,Z0004,,,21070,3000,10,,8,15,10,5,,,190
魔王猪刚鬛小怪3,20200413,小道士,,Z0017,Z0017,,,21071,3000,10,,8,15,10,5,,,220
魔王猪刚鬛小怪4,20200414,石怪,,Z0022,Z0022,,,21072,3000,10,,8,15,10,5,,,185
魔王猪刚鬛小怪5,20200415,小怪5,,,,,,21073,,10,,8,15,10,5,,,
魔王猪刚鬛小怪6,20200416,小怪6,,,,,,21074,,10,,8,15,10,5,,,
魔王猪刚鬛精英1,20200471,独角巨猿,,C0001,C0001,,head_2032,27070,20026,10,,10,15,10,5,,,198
魔王猪刚鬛精英2,20200472,巨斧刑天,,C0002,C0002,,head_2033,27071,20027,10,,10,15,10,5,,,265
魔王猪刚鬛精英3,20200473,灵弓射手,,C0005,C0005,,head_2036,27070,20030,10,,10,15,10,5,,,240
魔王猪刚鬛精英4,20200474,双拐豹头,,C0006,C0006,,head_2037,27071,20031,10,,10,15,10,5,,,240
魔王猪刚鬛精英5,20200475,鬼翼亡魂,,C0003,C0003,,head_2034,27070,20028,10,,10,15,10,5,,,290
魔王猪刚鬛精英6,20200476,图腾飞蝎,,C0004,C0004,,head_2035,27071,20029,10,,10,15,10,5,,,185
魔王猪刚鬛小boss1,20200481,增长天王,,A0002,A0002,,head_2002,28070,20008,10,,12,15,10,5,,,300
魔王猪刚鬛小boss2,20200482,金角大王,,S0008,S0008,,head_2023,28071,20003,10,,10,15,10,5,,,310
魔王猪刚鬛小boss3,20200483,托塔天王,,A0007,A0007,,head_2007,28070,20015,10,,10,15,10,5,,,270
魔王猪刚鬛小boss4,20200484,持国天王,,A0001,A0001,,head_2001,28071,20010,10,,8,15,10,5,,,370
魔王猪刚鬛小boss5,20200485,小boss5,,,,,,28070,,10,,8,15,10,5,,,
魔王猪刚鬛小boss6,20200486,小boss6,,,,,,28071,,10,,8,15,10,5,,,
魔王猪刚鬛boss1,20200491,魔王猪刚鬛,,S0004,S0004,,head_2025,29070,20016,10,,10,15,10,5,,,250
魔王猪刚鬛boss2,20200492,boss2,,,,,,29071,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
魔王河妖小怪1,20200511,天兵2,,Z0002,Z0002,,,21074,3000,10,,8,15,10,5,,,210
魔王河妖小怪2,20200512,天兵1,,Z0001,Z0001,,,21075,3000,10,,8,15,10,5,,,210
魔王河妖小怪3,20200513,唐刀官兵,,Z0031,Z0031,,,21076,3000,10,,8,15,10,5,,,210
魔王河妖小怪4,20200514,老道士,,Z0035,Z0035,,,21077,3000,10,,8,15,10,5,,,200
魔王河妖小怪5,20200515,小怪5,,,,,,21078,,10,,8,15,10,5,,,
魔王河妖小怪6,20200516,小怪6,,,,,,21079,,10,,8,15,10,5,,,
魔王河妖精英1,20200571,独角巨猿,,C0001,C0001,,head_2032,27075,20026,10,,10,15,10,5,,,198
魔王河妖精英2,20200572,巨斧刑天,,C0002,C0002,,head_2033,27076,20027,10,,10,15,10,5,,,265
魔王河妖精英3,20200573,灵弓射手,,C0005,C0005,,head_2036,27075,20030,10,,10,15,10,5,,,240
魔王河妖精英4,20200574,双拐豹头,,C0006,C0006,,head_2037,27076,20031,10,,10,15,10,5,,,240
魔王河妖精英5,20200575,鬼翼亡魂,,C0003,C0003,,head_2034,27075,20028,10,,10,15,10,5,,,290
魔王河妖精英6,20200576,图腾飞蝎,,C0004,C0004,,head_2035,27076,20029,10,,10,15,10,5,,,185
魔王河妖小boss1,20200581,银角大王,,A0019,A0019,,head_2014,28075,20018,10,,12,15,10,5,,,235
魔王河妖小boss2,20200582,雷公,,S0001,S0001,,head_2016,28076,20002,10,,12,15,10,5,,,320
魔王河妖小boss3,20200583,寅将军,,A0008,A0008,,head_2008,28075,20019,10,,10,15,10,5,,,245
魔王河妖小boss4,20200584,广目天王,,A0003,A0003,,head_2003,28076,20013,10,,12,15,10,5,,,310
魔王河妖小boss5,20200585,小boss5,,,,,,28075,,10,,8,15,10,5,,,
魔王河妖小boss6,20200586,小boss6,,,,,,28076,,10,,8,15,10,5,,,
魔王河妖boss1,20200591,魔王河妖,,S0005,S0005,,head_2020,29075,20021,10,,10,15,10,5,,,265
魔王河妖boss2,20200592,boss2,,,,,,29076,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
魔王白骨精小怪1,20300111,马面,,Z0006,Z0006,,head_2042,21079,3000,10,,8,15,10,5,,,200
魔王白骨精小怪2,20300112,绿色虾兵,,Z0036,Z0036,,,21080,3000,10,,8,15,10,5,,,160
魔王白骨精小怪3,20300113,螳螂精,,Z0019,Z0019,,,21081,3000,10,,8,15,10,5,,,155
魔王白骨精小怪4,20300114,树精,,Z0018,Z0018,,,21082,3000,10,,8,15,10,5,,,220
魔王白骨精小怪5,20300115,小怪5,,,,,,21083,,10,,8,15,10,5,,,
魔王白骨精小怪6,20300116,小怪6,,,,,,21084,,10,,8,15,10,5,,,
魔王白骨精精英1,20300171,独角巨猿,,C0001,C0001,,head_2032,27080,20026,10,,10,15,10,5,,,198
魔王白骨精精英2,20300172,巨斧刑天,,C0002,C0002,,head_2033,27081,20027,10,,10,15,10,5,,,265
魔王白骨精精英3,20300173,灵弓射手,,C0005,C0005,,head_2036,27080,20030,10,,10,15,10,5,,,240
魔王白骨精精英4,20300174,双拐豹头,,C0006,C0006,,head_2037,27081,20031,10,,10,15,10,5,,,240
魔王白骨精精英5,20300175,鬼翼亡魂,,C0003,C0003,,head_2034,27080,20028,10,,10,15,10,5,,,290
魔王白骨精精英6,20300176,图腾飞蝎,,C0004,C0004,,head_2035,27081,20029,10,,10,15,10,5,,,185
魔王白骨精小boss1,20300181,熊罴怪,,A0010,A0010,,head_2010,28080,20011,10,,12,15,10,5,,,300
魔王白骨精小boss2,20300182,猪魔,,A0009,A0009,,head_2009,28081,20022,10,,10,15,10,5,1,,400
魔王白骨精小boss3,20300183,小boss3,,,,,,28080,,10,,8,15,10,5,,,
魔王白骨精小boss4,20300184,持国天王,,A0001,A0001,,head_2001,28081,20010,10,,10,15,10,5,,,370
魔王白骨精小boss5,20300185,多闻天王,,A0004,A0004,,head_2004,28080,20012,10,,10,15,10,5,,,320
魔王白骨精小boss6,20300186,增长天王,,A0002,A0002,,head_2002,28081,20008,10,,10,15,10,5,,,300
魔王白骨精boss1,20300191,魔王白骨精,,S0007,S0007,,head_2022,29080,20006,10,,10,15,10,5,,,450
魔王白骨精boss2,20300192,boss2,,,,,,29081,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
魔王黄袍怪小怪1,20300211,双板斧强盗,,Z0009,Z0009,,,21084,3000,10,,8,15,10,5,,,188
魔王黄袍怪小怪2,20300212,狼精,,Z0020,Z0020,,,21085,3000,10,,8,15,10,5,,,198
魔王黄袍怪小怪3,20300213,灵童小妖,,Z0021,Z0021,,,21086,3000,10,,8,15,10,5,,,155
魔王黄袍怪小怪4,20300214,蓝色虾兵,,Z0023,Z0023,,,21087,3000,10,,8,15,10,5,,,163
魔王黄袍怪小怪5,20300215,小怪5,,,,,,21088,,10,,8,15,10,5,,,
魔王黄袍怪小怪6,20300216,小怪6,,,,,,21089,,10,,8,15,10,5,,,
魔王黄袍怪精英1,20300271,独角巨猿,,C0001,C0001,,head_2032,27085,20026,10,,10,15,10,5,,,198
魔王黄袍怪精英2,20300272,巨斧刑天,,C0002,C0002,,head_2033,27086,20027,10,,10,15,10,5,,,265
魔王黄袍怪精英3,20300273,灵弓射手,,C0005,C0005,,head_2036,27085,20030,10,,10,15,10,5,,,240
魔王黄袍怪精英4,20300274,双拐豹头,,C0006,C0006,,head_2037,27086,20031,10,,10,15,10,5,,,240
魔王黄袍怪精英5,20300275,鬼翼亡魂,,C0003,C0003,,head_2034,27085,20028,10,,10,15,10,5,,,290
魔王黄袍怪精英6,20300276,图腾飞蝎,,C0004,C0004,,head_2035,27086,20029,10,,10,15,10,5,,,185
魔王黄袍怪小boss1,20300281,寅将军,,A0008,A0008,,head_2008,28085,20019,10,,10,15,10,5,,,245
魔王黄袍怪小boss2,20300282,阎王,,S0003,S0003,,head_2018,28086,20004,10,,10,15,10,5,,,440
魔王黄袍怪小boss3,20300283,判官,,B0001,B0001,,head_2019,28085,20023,10,,10,15,10,5,,,205
魔王黄袍怪小boss4,20300284,银角大王,,A0019,A0019,,head_2014,28086,20018,10,,12,15,10,5,,,235
魔王黄袍怪小boss5,20300285,猪魔,,A0009,A0009,,head_2009,28085,20022,10,,10,15,10,5,1,,400
魔王黄袍怪小boss6,20300286,小boss6,,,,,,28086,,10,,8,15,10,5,,,
魔王黄袍怪boss1,20300291,魔王黄袍怪,,A0012,A0012,,head_2012,29085,20007,10,,10,15,10,5,,,340
魔王黄袍怪boss2,20300292,boss2,,,,,,29086,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
魔王金角大王小怪1,20300311,花妖,,Z0027,Z0027,,,21089,3000,10,,8,15,10,5,,,210
魔王金角大王小怪2,20300312,狐妖,,Z0032,Z0032,,,21090,3000,10,,8,15,10,5,,,145
魔王金角大王小怪3,20300313,蛇精,,Z0013,Z0013,,,21091,3000,10,,8,15,10,5,,,200
魔王金角大王小怪4,20300314,天兵3,,Z0003,Z0003,,,21092,3000,10,,8,15,10,5,,,225
魔王金角大王小怪5,20300315,小怪5,,,,,,21093,,10,,8,15,10,5,,,
魔王金角大王小怪6,20300316,小怪6,,,,,,21094,,10,,8,15,10,5,,,
魔王金角大王精英1,20300371,独角巨猿,,C0001,C0001,,head_2032,27090,20026,10,,10,15,10,5,,,198
魔王金角大王精英2,20300372,巨斧刑天,,C0002,C0002,,head_2033,27091,20027,10,,10,15,10,5,,,265
魔王金角大王精英3,20300373,灵弓射手,,C0005,C0005,,head_2036,27090,20030,10,,10,15,10,5,,,240
魔王金角大王精英4,20300374,双拐豹头,,C0006,C0006,,head_2037,27091,20031,10,,10,15,10,5,,,240
魔王金角大王精英5,20300375,鬼翼亡魂,,C0003,C0003,,head_2034,27090,20028,10,,10,15,10,5,,,290
魔王金角大王精英6,20300376,图腾飞蝎,,C0004,C0004,,head_2035,27091,20029,10,,10,15,10,5,,,185
魔王金角大王小boss1,20300381,广目天王,,A0003,A0003,,head_2003,28090,20013,10,,10,15,10,5,,,310
魔王金角大王小boss2,20300382,增长天王,,A0002,A0002,,head_2002,28091,20008,10,,10,15,10,5,,,300
魔王金角大王小boss3,20300383,雷公,,S0001,S0001,,head_2016,28090,20002,10,,10,15,10,5,,,320
魔王金角大王小boss4,20300384,猪魔,,A0009,A0009,,head_2009,28091,20022,10,,10,15,10,5,1,,400
魔王金角大王小boss5,20300385,小boss5,,,,,,28090,,10,,8,15,10,5,,,
魔王金角大王小boss6,20300386,小boss6,,,,,,28091,,10,,8,15,10,5,,,
魔王金角大王boss1,20300391,魔王金角大王,,S0008,S0008,,head_2023,29090,20003,10,,10,15,10,5,,,310
魔王金角大王boss2,20300392,boss2,,,,,,29091,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
魔王青狮道人小怪1,20300411,虎精,,Z0030,Z0030,,,21094,3000,10,,8,15,10,5,,,160
魔王青狮道人小怪2,20300412,长刀枪牛精,,Z0011,Z0011,,,21095,3000,10,,8,15,10,5,,,192
魔王青狮道人小怪3,20300413,精细鬼,,Z0033,Z0033,,,21096,3000,10,,8,15,10,5,,,210
魔王青狮道人小怪4,20300414,长弓恶霸,,Z0010,Z0010,,,21097,3001,10,,8,15,10,5,,,195
魔王青狮道人小怪5,20300415,小怪5,,,,,,21098,,10,,8,15,10,5,,,
魔王青狮道人小怪6,20300416,小怪6,,,,,,21099,,10,,8,15,10,5,,,
魔王青狮道人小怪7,20300417,小怪7,,,,,,21099,,10,,8,15,10,5,,,
魔王青狮道人精英1,20300471,独角巨猿,,C0001,C0001,,head_2032,27095,20026,10,,10,15,10,5,,,198
魔王青狮道人精英2,20300472,巨斧刑天,,C0002,C0002,,head_2033,27096,20027,10,,10,15,10,5,,,265
魔王青狮道人精英3,20300473,灵弓射手,,C0005,C0005,,head_2036,27095,20030,10,,10,15,10,5,,,240
魔王青狮道人精英4,20300474,双拐豹头,,C0006,C0006,,head_2037,27096,20031,10,,10,15,10,5,,,240
魔王青狮道人精英5,20300475,鬼翼亡魂,,C0003,C0003,,head_2034,27095,20028,10,,10,15,10,5,,,290
魔王青狮道人精英6,20300476,图腾飞蝎,,C0004,C0004,,head_2035,27096,20029,10,,10,15,10,5,,,185
魔王青狮道人小boss1,20300481,寅将军,,A0008,A0008,,head_2008,28095,20019,10,,10,15,10,5,,,245
魔王青狮道人小boss2,20300482,金角大王,,S0008,S0008,,head_2023,28096,20003,10,,10,15,10,5,,,310
魔王青狮道人小boss3,20300483,银角大王,,A0019,A0019,,head_2014,28095,20018,10,,10,15,10,5,,,235
魔王青狮道人小boss4,20300484,多闻天王,,A0004,A0004,,head_2004,28096,20012,10,,10,15,10,5,,,320
魔王青狮道人小boss5,20300485,托塔天王,,A0007,A0007,,head_2007,28095,20015,10,,12,15,10,5,,,270
魔王青狮道人小boss6,20300486,小boss6,,,,,,28096,,10,,8,15,10,5,,,
魔王青狮道人boss1,20300491,魔王青狮道人,,B0002,B0002,,head_2015,29095,20020,10,,10,15,10,5,1,,300
魔王青狮道人boss2,20300492,boss2,,,,,,29096,,10,,8,15,10,5,,,
,,,,,,,,,,,,,,,,,,
世界boss1级,50100001,镇元子 1级,,S0006,S0006,666,head_2021,100001,10014,10,0,10,15,10,5,,,420
世界boss2级,50100002,镇元子 2级,,S0006,S0006,666,head_2021,100002,10014,10,0,10,15,10,5,,,420
世界boss3级,50100003,镇元子 3级,,S0006,S0006,666,head_2021,100003,10014,10,0,10,15,10,5,,,420
世界boss4级,50100004,镇元子 4级,,S0006,S0006,666,head_2021,100004,10014,10,0,10,15,10,5,,,420
世界boss5级,50100005,镇元子 5级,,S0006,S0006,666,head_2021,100005,10014,10,0,10,15,10,5,,,420
世界boss6级,50100006,镇元子 6级,,S0006,S0006,666,head_2021,100006,10014,10,0,10,15,10,5,,,420
世界boss7级,50100007,镇元子 7级,,S0006,S0006,666,head_2021,100007,10014,10,0,10,15,10,5,,,420
世界boss8级,50100008,镇元子 8级,,S0006,S0006,666,head_2021,100008,10014,10,0,10,15,10,5,,,420
世界boss9级,50100009,镇元子 9级,,S0006,S0006,666,head_2021,100009,10014,10,0,10,15,10,5,,,420
世界boss10级,50100010,镇元子 10级,,S0006,S0006,666,head_2021,100010,10014,10,0,10,15,10,5,,,420
世界boss11级,50100011,镇元子 11级,,S0006,S0006,666,head_2021,100011,10014,10,0,10,15,10,5,,,420
世界boss12级,50100012,镇元子 12级,,S0006,S0006,666,head_2021,100012,10014,10,0,10,15,10,5,,,420
世界boss13级,50100013,镇元子 13级,,S0006,S0006,666,head_2021,100013,10014,10,0,10,15,10,5,,,420
世界boss14级,50100014,镇元子 14级,,S0006,S0006,666,head_2021,100014,10014,10,0,10,15,10,5,,,420
世界boss15级,50100015,镇元子 15级,,S0006,S0006,666,head_2021,100015,10014,10,0,10,15,10,5,,,420
世界boss16级,50100016,镇元子 16级,,S0006,S0006,666,head_2021,100016,10014,10,0,10,15,10,5,,,420
世界boss17级,50100017,镇元子 17级,,S0006,S0006,666,head_2021,100017,10014,10,0,10,15,10,5,,,420
世界boss18级,50100018,镇元子 18级,,S0006,S0006,666,head_2021,100018,10014,10,0,10,15,10,5,,,420
世界boss19级,50100019,镇元子 19级,,S0006,S0006,666,head_2021,100019,10014,10,0,10,15,10,5,,,420
世界boss20级,50100020,镇元子 20级,,S0006,S0006,666,head_2021,100020,10014,10,0,10,15,10,5,,,420
世界boss21级,50100021,镇元子 21级,,S0006,S0006,666,head_2021,100021,10014,10,0,10,15,10,5,,,420
世界boss22级,50100022,镇元子 22级,,S0006,S0006,666,head_2021,100022,10014,10,0,10,15,10,5,,,420
世界boss23级,50100023,镇元子 23级,,S0006,S0006,666,head_2021,100023,10014,10,0,10,15,10,5,,,420
世界boss24级,50100024,镇元子 24级,,S0006,S0006,666,head_2021,100024,10014,10,0,10,15,10,5,,,420
世界boss25级,50100025,镇元子 25级,,S0006,S0006,666,head_2021,100025,10014,10,0,10,15,10,5,,,420
世界boss26级,50100026,镇元子 26级,,S0006,S0006,666,head_2021,100026,10014,10,0,10,15,10,5,,,420
世界boss27级,50100027,镇元子 27级,,S0006,S0006,666,head_2021,100027,10014,10,0,10,15,10,5,,,420
世界boss28级,50100028,镇元子 28级,,S0006,S0006,666,head_2021,100028,10014,10,0,10,15,10,5,,,420
世界boss29级,50100029,镇元子 29级,,S0006,S0006,666,head_2021,100029,10014,10,0,10,15,10,5,,,420
世界boss30级,50100030,镇元子 30级,,S0006,S0006,666,head_2021,100030,10014,10,0,10,15,10,5,,,420
世界boss31级,50100031,镇元子 31级,,S0006,S0006,666,head_2021,100031,10014,10,0,10,15,10,5,,,420
世界boss32级,50100032,镇元子 32级,,S0006,S0006,666,head_2021,100032,10014,10,0,10,15,10,5,,,420
世界boss33级,50100033,镇元子 33级,,S0006,S0006,666,head_2021,100033,10014,10,0,10,15,10,5,,,420
世界boss34级,50100034,镇元子 34级,,S0006,S0006,666,head_2021,100034,10014,10,0,10,15,10,5,,,420
世界boss35级,50100035,镇元子 35级,,S0006,S0006,666,head_2021,100035,10014,10,0,10,15,10,5,,,420
世界boss36级,50100036,镇元子 36级,,S0006,S0006,666,head_2021,100036,10014,10,0,10,15,10,5,,,420
世界boss37级,50100037,镇元子 37级,,S0006,S0006,666,head_2021,100037,10014,10,0,10,15,10,5,,,420
世界boss38级,50100038,镇元子 38级,,S0006,S0006,666,head_2021,100038,10014,10,0,10,15,10,5,,,420
世界boss39级,50100039,镇元子 39级,,S0006,S0006,666,head_2021,100039,10014,10,0,10,15,10,5,,,420
世界boss40级,50100040,镇元子 40级,,S0006,S0006,666,head_2021,100040,10014,10,0,10,15,10,5,,,420
,,,,,,,,,,,,,,,,,,
积分boss1级,50101001,九尾妖狐 1级,,S0009,S0009,666,head_2024,101001,10024,10,0,10,15,10,5,,,385
积分boss2级,50101002,九尾妖狐 2级,,S0009,S0009,666,head_2024,101002,10024,10,0,10,15,10,5,,,385
积分boss3级,50101003,九尾妖狐 3级,,S0009,S0009,666,head_2024,101003,10024,10,0,10,15,10,5,,,385
积分boss4级,50101004,九尾妖狐 4级,,S0009,S0009,666,head_2024,101004,10024,10,0,10,15,10,5,,,385
积分boss5级,50101005,九尾妖狐 5级,,S0009,S0009,666,head_2024,101005,10024,10,0,10,15,10,5,,,385
积分boss6级,50101006,九尾妖狐 6级,,S0009,S0009,666,head_2024,101006,10024,10,0,10,15,10,5,,,385
积分boss7级,50101007,九尾妖狐 7级,,S0009,S0009,666,head_2024,101007,10024,10,0,10,15,10,5,,,385
积分boss8级,50101008,九尾妖狐 8级,,S0009,S0009,666,head_2024,101008,10024,10,0,10,15,10,5,,,385
积分boss9级,50101009,九尾妖狐 9级,,S0009,S0009,666,head_2024,101009,10024,10,0,10,15,10,5,,,385
积分boss10级,50101010,九尾妖狐 10级,,S0009,S0009,666,head_2024,101010,10024,10,0,10,15,10,5,,,385
积分boss11级,50101011,九尾妖狐 11级,,S0009,S0009,666,head_2024,101011,10024,10,0,10,15,10,5,,,385
积分boss12级,50101012,九尾妖狐 12级,,S0009,S0009,666,head_2024,101012,10024,10,0,10,15,10,5,,,385
积分boss13级,50101013,九尾妖狐 13级,,S0009,S0009,666,head_2024,101013,10024,10,0,10,15,10,5,,,385
积分boss14级,50101014,九尾妖狐 14级,,S0009,S0009,666,head_2024,101014,10024,10,0,10,15,10,5,,,385
积分boss15级,50101015,九尾妖狐 15级,,S0009,S0009,666,head_2024,101015,10024,10,0,10,15,10,5,,,385
积分boss16级,50101016,九尾妖狐 16级,,S0009,S0009,666,head_2024,101016,10024,10,0,10,15,10,5,,,385
积分boss17级,50101017,九尾妖狐 17级,,S0009,S0009,666,head_2024,101017,10024,10,0,10,15,10,5,,,385
积分boss18级,50101018,九尾妖狐 18级,,S0009,S0009,666,head_2024,101018,10024,10,0,10,15,10,5,,,385
积分boss19级,50101019,九尾妖狐 19级,,S0009,S0009,666,head_2024,101019,10024,10,0,10,15,10,5,,,385
积分boss20级,50101020,九尾妖狐 20级,,S0009,S0009,666,head_2024,101020,10024,10,0,10,15,10,5,,,385
积分boss21级,50101021,九尾妖狐 21级,,S0009,S0009,666,head_2024,101021,10024,10,0,10,15,10,5,,,385
积分boss22级,50101022,九尾妖狐 22级,,S0009,S0009,666,head_2024,101022,10024,10,0,10,15,10,5,,,385
积分boss23级,50101023,九尾妖狐 23级,,S0009,S0009,666,head_2024,101023,10024,10,0,10,15,10,5,,,385
积分boss24级,50101024,九尾妖狐 24级,,S0009,S0009,666,head_2024,101024,10024,10,0,10,15,10,5,,,385
积分boss25级,50101025,九尾妖狐 25级,,S0009,S0009,666,head_2024,101025,10024,10,0,10,15,10,5,,,385
积分boss26级,50101026,九尾妖狐 26级,,S0009,S0009,666,head_2024,101026,10024,10,0,10,15,10,5,,,385
积分boss27级,50101027,九尾妖狐 27级,,S0009,S0009,666,head_2024,101027,10024,10,0,10,15,10,5,,,385
积分boss28级,50101028,九尾妖狐 28级,,S0009,S0009,666,head_2024,101028,10024,10,0,10,15,10,5,,,385
积分boss29级,50101029,九尾妖狐 29级,,S0009,S0009,666,head_2024,101029,10024,10,0,10,15,10,5,,,385
积分boss30级,50101030,九尾妖狐 30级,,S0009,S0009,666,head_2024,101030,10024,10,0,10,15,10,5,,,385
积分boss31级,50101031,九尾妖狐 31级,,S0009,S0009,666,head_2024,101031,10024,10,0,10,15,10,5,,,385
积分boss32级,50101032,九尾妖狐 32级,,S0009,S0009,666,head_2024,101032,10024,10,0,10,15,10,5,,,385
积分boss33级,50101033,九尾妖狐 33级,,S0009,S0009,666,head_2024,101033,10024,10,0,10,15,10,5,,,385
积分boss34级,50101034,九尾妖狐 34级,,S0009,S0009,666,head_2024,101034,10024,10,0,10,15,10,5,,,385
积分boss35级,50101035,九尾妖狐 35级,,S0009,S0009,666,head_2024,101035,10024,10,0,10,15,10,5,,,385
积分boss36级,50101036,九尾妖狐 36级,,S0009,S0009,666,head_2024,101036,10024,10,0,10,15,10,5,,,385
积分boss37级,50101037,九尾妖狐 37级,,S0009,S0009,666,head_2024,101037,10024,10,0,10,15,10,5,,,385
积分boss38级,50101038,九尾妖狐 38级,,S0009,S0009,666,head_2024,101038,10024,10,0,10,15,10,5,,,385
积分boss39级,50101039,九尾妖狐 39级,,S0009,S0009,666,head_2024,101039,10024,10,0,10,15,10,5,,,385
积分boss40级,50101040,九尾妖狐 40级,,S0009,S0009,666,head_2024,101040,10024,10,0,10,15,10,5,,,385
,,,,,,,,,,,,,,,,,,
公会boss1级,50102001,猪魔 1级,,A0009,G0009,666,head_2009,102001,10022,10,0,10,15,10,5,1,,400
公会boss2级,50102002,猪魔 2级,,A0009,G0009,666,head_2009,102002,10022,10,0,10,15,10,5,1,,400
公会boss3级,50102003,猪魔 3级,,A0009,G0009,666,head_2009,102003,10022,10,0,10,15,10,5,1,,400
公会boss4级,50102004,猪魔 4级,,A0009,G0009,666,head_2009,102004,10022,10,0,10,15,10,5,1,,400
公会boss5级,50102005,猪魔 5级,,A0009,G0009,666,head_2009,102005,10022,10,0,10,15,10,5,1,,400
公会boss6级,50102006,猪魔 6级,,A0009,G0009,666,head_2009,102006,10022,10,0,10,15,10,5,1,,400
公会boss7级,50102007,猪魔 7级,,A0009,G0009,666,head_2009,102007,10022,10,0,10,15,10,5,1,,400
公会boss8级,50102008,猪魔 8级,,A0009,G0009,666,head_2009,102008,10022,10,0,10,15,10,5,1,,400
公会boss9级,50102009,猪魔 9级,,A0009,G0009,666,head_2009,102009,10022,10,0,10,15,10,5,1,,400
公会boss10级,50102010,猪魔 10级,,A0009,G0009,666,head_2009,102010,10022,10,0,10,15,10,5,1,,400
公会boss11级,50102011,猪魔 11级,,A0009,G0009,666,head_2009,102011,10022,10,0,10,15,10,5,1,,400
公会boss12级,50102012,猪魔 12级,,A0009,G0009,666,head_2009,102012,10022,10,0,10,15,10,5,1,,400
公会boss13级,50102013,猪魔 13级,,A0009,G0009,666,head_2009,102013,10022,10,0,10,15,10,5,1,,400
公会boss14级,50102014,猪魔 14级,,A0009,G0009,666,head_2009,102014,10022,10,0,10,15,10,5,1,,400
公会boss15级,50102015,猪魔 15级,,A0009,G0009,666,head_2009,102015,10022,10,0,10,15,10,5,1,,400
公会boss16级,50102016,猪魔 16级,,A0009,G0009,666,head_2009,102016,10022,10,0,10,15,10,5,1,,400
公会boss17级,50102017,猪魔 17级,,A0009,G0009,666,head_2009,102017,10022,10,0,10,15,10,5,1,,400
公会boss18级,50102018,猪魔 18级,,A0009,G0009,666,head_2009,102018,10022,10,0,10,15,10,5,1,,400
公会boss19级,50102019,猪魔 19级,,A0009,G0009,666,head_2009,102019,10022,10,0,10,15,10,5,1,,400
公会boss20级,50102020,猪魔 20级,,A0009,G0009,666,head_2009,102020,10022,10,0,10,15,10,5,1,,400
公会boss21级,50102021,猪魔 21级,,A0009,G0009,666,head_2009,102021,10022,10,0,10,15,10,5,1,,400
公会boss22级,50102022,猪魔 22级,,A0009,G0009,666,head_2009,102022,10022,10,0,10,15,10,5,1,,400
公会boss23级,50102023,猪魔 23级,,A0009,G0009,666,head_2009,102023,10022,10,0,10,15,10,5,1,,400
公会boss24级,50102024,猪魔 24级,,A0009,G0009,666,head_2009,102024,10022,10,0,10,15,10,5,1,,400
公会boss25级,50102025,猪魔 25级,,A0009,G0009,666,head_2009,102025,10022,10,0,10,15,10,5,1,,400
公会boss26级,50102026,猪魔 26级,,A0009,G0009,666,head_2009,102026,10022,10,0,10,15,10,5,1,,400
公会boss27级,50102027,猪魔 27级,,A0009,G0009,666,head_2009,102027,10022,10,0,10,15,10,5,1,,400
公会boss28级,50102028,猪魔 28级,,A0009,G0009,666,head_2009,102028,10022,10,0,10,15,10,5,1,,400
